Ward_ID,Year,Month,Rainfall_mm,Avg_Temp_C,Garbage_Complaints,Waterlogging_Complaints,Dengue_Cases,Risk_Level,Date
29,2022,7,143.1,27.1,37,20,46,Medium,2022-07-01
29,2022,8,103.9,26.2,21,19,67,High,2022-08-01
29,2022,9,130.3,27.1,29,20,68,High,2022-09-01
29,2022,10,66.9,28.9,26,12,45,Medium,2022-10-01
29,2022,11,77.3,26.1,4,16,29,Medium,2022-11-01
29,2022,12,11.0,20.3,43,1,44,Medium,2022-12-01
29,2023,1,13.9,18.9,31,5,17,Low,2023-01-01
29,2023,2,9.1,19.4,25,9,25,Medium,2023-02-01
29,2023,3,13.2,34.3,14,1,3,Low,2023-03-01
29,2023,4,17.9,35.5,19,3,16,Low,2023-04-01
29,2023,5,110.7,37.1,4,13,15,Low,2023-05-01
29,2023,6,139.5,25.8,18,21,49,Medium,2023-06-01
29,2023,7,145.3,23.2,44,16,54,Medium,2023-07-01
29,2023,8,159.2,30.0,38,16,54,Medium,2023-08-01
29,2023,9,151.3,27.5,34,17,69,High,2023-09-01
29,2023,10,34.0,30.0,37,11,46,Medium,2023-10-01
29,2023,11,123.3,23.3,10,16,19,Low,2023-11-01
29,2023,12,6.5,19.6,45,0,36,Medium,2023-12-01
30,2021,1,5.3,20.6,56,7,33,Medium,2021-01-01
30,2021,2,5.1,20.3,33,6,21,Medium,2021-02-01
30,2021,3,7.9,32.0,8,7,10,Low,2021-03-01
30,2021,4,4.1,33.7,24,10,12,Low,2021-04-01
30,2021,5,44.0,33.2,24,13,23,Medium,2021-05-01
30,2021,6,80.3,25.7,70,13,59,Medium,2021-06-01
30,2021,7,164.5,27.0,15,17,40,Medium,2021-07-01
30,2021,8,146.8,30.6,66,17,77,High,2021-08-01
30,2021,9,207.5,26.5,60,32,86,High,2021-09-01
30,2021,10,67.0,25.9,69,8,85,High,2021-10-01
30,2021,11,50.0,22.5,67,13,55,Medium,2021-11-01
30,2021,12,11.3,20.6,51,14,45,Medium,2021-12-01
30,2022,1,13.3,17.9,61,7,38,Medium,2022-01-01
30,2022,2,12.8,18.7,15,4,19,Low,2022-02-01
30,2022,3,5.9,31.7,56,9,44,Medium,2022-03-01
30,2022,4,8.8,35.9,50,0,20,Medium,2022-04-01
30,2022,5,84.6,33.2,46,15,26,Medium,2022-05-01
30,2022,6,136.5,33.9,48,17,46,Medium,2022-06-01
30,2022,7,164.5,26.6,60,26,97,High,2022-07-01
30,2022,8,158.9,26.5,15,23,69,High,2022-08-01
30,2022,9,172.1,28.0,25,30,84,High,2022-09-01
30,2022,10,58.0,31.8,33,8,53,Medium,2022-10-01
30,2022,11,94.5,27.0,11,12,27,Medium,2022-11-01
30,2022,12,16.4,21.0,61,13,49,Medium,2022-12-01
30,2023,1,20.6,15.9,20,9,26,Medium,2023-01-01
30,2023,2,9.2,20.6,66,2,33,Medium,2023-02-01
30,2023,3,11.5,34.7,38,9,33,Medium,2023-03-01
30,2023,4,2.9,34.9,10,7,3,Low,2023-04-01
30,2023,5,76.0,32.2,60,16,47,Medium,2023-05-01
30,2023,6,239.5,24.9,40,34,76,High,2023-06-01
30,2023,7,156.5,29.2,70,15,95,High,2023-07-01
30,2023,8,182.3,30.8,60,28,65,High,2023-08-01
30,2023,9,130.6,27.1,14,26,70,High,2023-09-01
30,2023,10,51.5,29.3,33,18,60,High,2023-10-01
30,2023,11,82.9,28.0,50,9,47,Medium,2023-11-01
30,2023,12,3.5,20.4,54,4,46,Medium,2023-12-01
31,2021,1,11.8,20.5,38,2,17,Low,2021-01-01
31,2021,2,8.2,15.9,11,8,20,Medium,2021-02-01
31,2021,3,3.5,33.7,37,0,18,Low,2021-03-01
31,2021,4,12.9,35.5,15,8,16,Low,2021-04-01
31,2021,5,82.0,34.9,21,9,25,Medium,2021-05-01
31,2021,6,154.6,27.6,4,18,36,Medium,2021-06-01
31,2021,7,139.4,24.0,34,15,50,Medium,2021-07-01
31,2021,8,248.9,27.6,35,27,73,High,2021-08-01
31,2021,9,274.0,27.0,19,31,80,High,2021-09-01
31,2021,10,84.9,27.1,13,15,73,High,2021-10-01
31,2021,11,67.4,24.9,5,11,30,Medium,2021-11-01
31,2021,12,5.7,19.2,35,4,30,Medium,2021-12-01
31,2022,1,18.1,21.9,19,6,21,Medium,2022-01-01
31,2022,2,13.0,19.8,14,4,8,Low,2022-02-01
31,2022,3,10.1,33.2,17,1,18,Low,2022-03-01
31,2022,4,14.0,35.0,34,3,27,Medium,2022-04-01
31,2022,5,59.4,29.8,32,8,24,Medium,2022-05-01
31,2022,6,189.7,29.7,34,20,50,Medium,2022-06-01
31,2022,7,137.8,26.4,37,15,66,High,2022-07-01
31,2022,8,192.4,29.3,37,19,59,Medium,2022-08-01
31,2022,9,159.0,23.4,11,19,50,Medium,2022-09-01
31,2022,10,82.3,26.6,4,9,43,Medium,2022-10-01
31,2022,11,94.0,30.7,12,9,26,Medium,2022-11-01
31,2022,12,8.3,21.0,8,7,27,Medium,2022-12-01
31,2023,1,5.5,18.5,21,7,2,Low,2023-01-01
31,2023,2,10.8,20.9,9,6,11,Low,2023-02-01
31,2023,3,9.7,35.6,15,8,22,Medium,2023-03-01
31,2023,4,14.0,34.6,34,4,33,Medium,2023-04-01
31,2023,5,70.5,36.4,29,12,18,Low,2023-05-01
31,2023,6,246.0,28.6,5,26,41,Medium,2023-06-01
31,2023,7,64.4,28.5,24,13,72,High,2023-07-01
31,2023,8,59.2,27.1,4,13,23,Medium,2023-08-01
31,2023,9,173.1,26.8,19,23,49,Medium,2023-09-01
31,2023,10,57.5,26.7,22,12,52,Medium,2023-10-01
31,2023,11,106.3,28.0,33,11,40,Medium,2023-11-01
31,2023,12,8.5,17.8,37,4,41,Medium,2023-12-01
32,2021,1,6.1,18.8,14,4,13,Low,2021-01-01
32,2021,2,17.2,16.7,48,1,22,Medium,2021-02-01
32,2021,3,7.1,32.7,30,4,20,Medium,2021-03-01
32,2021,4,13.0,33.5,57,5,46,Medium,2021-04-01
32,2021,5,113.1,32.9,8,21,26,Medium,2021-05-01
32,2021,6,137.3,25.6,20,20,56,Medium,2021-06-01
32,2021,7,155.7,27.1,31,19,70,High,2021-07-01
32,2021,8,153.4,26.4,54,22,85,High,2021-08-01
32,2021,9,219.5,28.0,31,24,62,High,2021-09-01
32,2021,10,64.9,29.2,56,14,79,High,2021-10-01
32,2021,11,97.0,25.6,36,18,39,Medium,2021-11-01
32,2021,12,7.5,18.2,56,10,50,Medium,2021-12-01
32,2022,1,21.5,16.9,62,7,42,Medium,2022-01-01
32,2022,2,5.5,18.5,51,3,37,Medium,2022-02-01
32,2022,3,9.7,33.0,22,2,13,Low,2022-03-01
32,2022,4,11.1,36.2,12,3,14,Low,2022-04-01
32,2022,5,63.8,32.8,15,6,21,Medium,2022-05-01
32,2022,6,132.6,27.4,19,17,38,Medium,2022-06-01
32,2022,7,109.6,25.3,52,12,66,High,2022-07-01
32,2022,8,144.8,27.5,38,17,52,Medium,2022-08-01
32,2022,9,202.6,27.7,15,25,62,High,2022-09-01
32,2022,10,47.0,27.8,33,7,53,Medium,2022-10-01
32,2022,11,64.7,29.5,53,6,45,Medium,2022-11-01
32,2022,12,4.1,19.8,38,0,29,Medium,2022-12-01
32,2023,1,20.4,21.8,11,13,22,Medium,2023-01-01
32,2023,2,17.0,18.9,42,2,30,Medium,2023-02-01
32,2023,3,14.5,33.7,35,7,19,Low,2023-03-01
32,2023,4,9.0,33.1,31,2,17,Low,2023-04-01
32,2023,5,50.3,35.4,36,6,26,Medium,2023-05-01
32,2023,6,282.4,31.9,19,30,40,Medium,2023-06-01
32,2023,7,96.6,27.7,38,17,86,High,2023-07-01
32,2023,8,120.3,28.1,29,18,53,Medium,2023-08-01
32,2023,9,75.8,26.4,49,8,59,Medium,2023-09-01
32,2023,10,94.6,27.8,40,10,51,Medium,2023-10-01
32,2023,11,12.8,29.9,56,2,54,Medium,2023-11-01
32,2023,12,9.3,18.9,29,7,19,Low,2023-12-01
33,2021,1,11.4,22.0,5,4,2,Low,2021-01-01
33,2021,2,10.9,20.0,47,3,24,Medium,2021-02-01
33,2021,3,2.2,31.8,28,6,12,Low,2021-03-01
33,2021,4,7.6,33.9,12,8,5,Low,2021-04-01
33,2021,5,122.4,37.2,9,17,15,Low,2021-05-01
33,2021,6,161.9,27.7,5,24,53,Medium,2021-06-01
33,2021,7,95.6,28.9,17,10,50,Medium,2021-07-01
33,2021,8,158.5,25.0,29,23,55,Medium,2021-08-01
33,2021,9,191.8,26.2,47,24,69,High,2021-09-01
33,2021,10,94.6,24.7,25,16,76,High,2021-10-01
33,2021,11,100.4,27.0,38,15,55,Medium,2021-11-01
33,2021,12,16.2,19.2,13,3,17,Low,2021-12-01
33,2022,1,10.7,21.4,10,2,15,Low,2022-01-01
33,2022,2,9.5,21.1,40,0,22,Medium,2022-02-01
33,2022,3,13.8,36.9,32,5,27,Medium,2022-03-01
33,2022,4,6.9,32.3,44,9,33,Medium,2022-04-01
33,2022,5,87.8,31.4,23,15,16,Low,2022-05-01
33,2022,6,150.1,28.9,7,15,26,Medium,2022-06-01
33,2022,7,166.2,28.4,32,25,75,High,2022-07-01
33,2022,8,94.0,26.1,12,18,57,Medium,2022-08-01
33,2022,9,157.3,26.6,38,22,63,High,2022-09-01
33,2022,10,65.3,27.9,19,14,55,Medium,2022-10-01
33,2022,11,83.5,28.7,31,8,34,Medium,2022-11-01
33,2022,12,8.9,20.8,14,10,26,Medium,2022-12-01
33,2023,1,14.7,18.5,31,1,18,Low,2023-01-01
33,2023,2,11.3,22.5,48,9,41,Medium,2023-02-01
33,2023,3,10.8,33.9,47,8,28,Medium,2023-03-01
33,2023,4,8.3,32.0,29,6,21,Medium,2023-04-01
33,2023,5,85.3,32.7,5,15,12,Low,2023-05-01
33,2023,6,235.0,24.0,9,29,56,Medium,2023-06-01
33,2023,7,169.5,22.3,33,23,75,High,2023-07-01
33,2023,8,166.5,27.0,34,24,73,High,2023-08-01
33,2023,9,193.3,26.3,49,20,82,High,2023-09-01
33,2023,10,47.1,26.3,24,8,46,Medium,2023-10-01
33,2023,11,71.2,28.1,10,12,25,Medium,2023-11-01
33,2023,12,9.1,20.7,49,10,41,Medium,2023-12-01
34,2021,1,7.7,18.9,35,2,13,Low,2021-01-01
34,2021,2,9.8,21.1,16,5,17,Low,2021-02-01
34,2021,3,3.9,31.4,34,2,14,Low,2021-03-01
34,2021,4,9.1,34.4,25,0,1,Low,2021-04-01
34,2021,5,92.4,37.8,19,10,20,Medium,2021-05-01
34,2021,6,157.6,30.0,12,23,39,Medium,2021-06-01
34,2021,7,111.6,26.8,39,13,60,High,2021-07-01
34,2021,8,95.5,26.8,31,11,45,Medium,2021-08-01
34,2021,9,174.9,26.7,24,25,47,Medium,2021-09-01
34,2021,10,90.5,27.4,21,9,50,Medium,2021-10-01
34,2021,11,43.1,23.6,38,9,37,Medium,2021-11-01
34,2021,12,5.3,24.2,43,2,42,Medium,2021-12-01
34,2022,1,6.8,19.3,42,2,22,Medium,2022-01-01
34,2022,2,7.4,22.7,25,7,24,Medium,2022-02-01
34,2022,3,11.4,33.5,32,5,22,Medium,2022-03-01
34,2022,4,14.5,32.0,25,8,22,Medium,2022-04-01
34,2022,5,104.6,35.7,29,11,30,Medium,2022-05-01
34,2022,6,132.8,26.7,36,13,47,Medium,2022-06-01
34,2022,7,141.1,25.6,44,14,61,High,2022-07-01
34,2022,8,132.9,25.3,43,17,67,High,2022-08-01
34,2022,9,89.0,26.4,43,15,55,Medium,2022-09-01
34,2022,10,88.5,26.6,5,15,36,Medium,2022-10-01
34,2022,11,75.3,27.8,20,12,50,Medium,2022-11-01
34,2022,12,6.4,20.5,46,4,37,Medium,2022-12-01
34,2023,1,6.8,20.7,33,9,23,Medium,2023-01-01
34,2023,2,6.8,21.9,19,2,16,Low,2023-02-01
34,2023,3,5.6,39.2,6,1,4,Low,2023-03-01
34,2023,4,6.1,38.0,33,2,26,Medium,2023-04-01
34,2023,5,77.1,32.8,28,15,24,Medium,2023-05-01
34,2023,6,117.0,24.8,29,11,37,Medium,2023-06-01
34,2023,7,164.2,23.4,5,20,37,Medium,2023-07-01
34,2023,8,124.7,25.8,38,20,71,High,2023-08-01
34,2023,9,124.8,23.3,6,20,43,Medium,2023-09-01
34,2023,10,115.0,29.0,20,12,42,Medium,2023-10-01
34,2023,11,114.2,26.0,31,15,56,Medium,2023-11-01
34,2023,12,10.1,19.2,19,1,37,Medium,2023-12-01
35,2021,1,16.8,21.7,30,2,9,Low,2021-01-01
35,2021,2,15.1,18.3,7,3,12,Low,2021-02-01
35,2021,3,10.4,31.9,44,9,24,Medium,2021-03-01
35,2021,4,5.9,32.2,25,7,21,Medium,2021-04-01
35,2021,5,62.6,36.0,19,12,20,Medium,2021-05-01
35,2021,6,115.9,27.7,13,15,38,Medium,2021-06-01
35,2021,7,109.6,28.9,58,18,68,High,2021-07-01
35,2021,8,184.6,27.4,10,24,52,Medium,2021-08-01
35,2021,9,171.8,26.3,12,28,68,High,2021-09-01
35,2021,10,20.2,29.4,49,9,69,High,2021-10-01
35,2021,11,67.2,30.8,18,15,28,Medium,2021-11-01
35,2021,12,14.1,22.8,23,2,25,Medium,2021-12-01
35,2022,1,9.0,18.3,48,8,34,Medium,2022-01-01
35,2022,2,8.6,21.8,25,8,13,Low,2022-02-01
35,2022,3,0.6,34.8,49,6,35,Medium,2022-03-01
35,2022,4,11.7,31.6,54,3,32,Medium,2022-04-01
35,2022,5,98.6,37.4,49,20,47,Medium,2022-05-01
35,2022,6,101.7,25.9,36,19,55,Medium,2022-06-01
35,2022,7,137.7,24.8,55,24,72,High,2022-07-01
35,2022,8,161.5,27.2,42,24,79,High,2022-08-01
35,2022,9,156.6,24.6,43,21,73,High,2022-09-01
35,2022,10,99.6,25.9,16,11,47,Medium,2022-10-01
35,2022,11,86.3,29.0,15,13,25,Medium,2022-11-01
35,2022,12,14.1,20.1,25,3,32,Medium,2022-12-01
35,2023,1,15.6,20.4,36,7,38,Medium,2023-01-01
35,2023,2,15.0,20.3,13,1,7,Low,2023-02-01
35,2023,3,10.1,34.3,38,9,30,Medium,2023-03-01
35,2023,4,16.5,34.1,43,12,34,Medium,2023-04-01
35,2023,5,67.4,33.4,53,11,48,Medium,2023-05-01
35,2023,6,168.1,27.2,37,26,64,High,2023-06-01
35,2023,7,137.8,25.7,8,14,48,Medium,2023-07-01
35,2023,8,66.0,27.0,12,6,46,Medium,2023-08-01
35,2023,9,126.0,26.2,43,22,57,Medium,2023-09-01
35,2023,10,49.8,25.3,38,13,62,High,2023-10-01
35,2023,11,56.5,28.2,26,5,23,Medium,2023-11-01
35,2023,12,9.1,16.0,54,11,46,Medium,2023-12-01
36,2021,1,8.2,22.2,16,5,16,Low,2021-01-01
36,2021,2,0.0,23.7,21,1,5,Low,2021-02-01
36,2021,3,5.9,36.1,3,3,0,Low,2021-03-01
36,2021,4,13.7,29.6,5,6,3,Low,2021-04-01
36,2021,5,91.8,31.8,10,13,19,Low,2021-05-01
36,2021,6,155.8,27.2,5,20,34,Medium,2021-06-01
36,2021,7,167.3,31.1,22,16,47,Medium,2021-07-01
36,2021,8,181.2,27.6,14,18,60,High,2021-08-01
36,2021,9,165.4,26.3,19,18,50,Medium,2021-09-01
36,2021,10,81.3,28.7,21,12,51,Medium,2021-10-01
36,2021,11,17.0,23.9,20,2,23,Medium,2021-11-01
36,2021,12,7.3,19.9,11,4,15,Low,2021-12-01
36,2022,1,16.2,19.5,7,4,12,Low,2022-01-01
36,2022,2,5.6,17.2,25,3,19,Low,2022-02-01
36,2022,3,7.5,32.5,2,2,0,Low,2022-03-01
36,2022,4,7.6,34.6,24,5,11,Low,2022-04-01
36,2022,5,78.9,32.8,20,12,21,Medium,2022-05-01
36,2022,6,231.3,27.0,16,28,53,Medium,2022-06-01
36,2022,7,131.3,27.0,21,16,77,High,2022-07-01
36,2022,8,191.5,27.1,7,22,49,Medium,2022-08-01
36,2022,9,209.6,26.9,17,22,60,High,2022-09-01
36,2022,10,69.9,24.5,19,11,62,High,2022-10-01
36,2022,11,73.3,22.2,23,7,25,Medium,2022-11-01
36,2022,12,9.8,21.5,5,0,18,Low,2022-12-01
36,2023,1,11.3,16.6,17,5,17,Low,2023-01-01
36,2023,2,18.9,15.4,10,1,13,Low,2023-02-01
36,2023,3,9.5,34.2,20,5,15,Low,2023-03-01
36,2023,4,3.2,36.4,17,4,10,Low,2023-04-01
36,2023,5,45.2,35.3,22,9,19,Low,2023-05-01
36,2023,6,227.5,28.8,21,25,51,Medium,2023-06-01
36,2023,7,105.0,23.3,14,10,48,Medium,2023-07-01
36,2023,8,120.3,28.1,28,13,49,Medium,2023-08-01
36,2023,9,170.4,28.4,23,22,54,Medium,2023-09-01
36,2023,10,94.3,27.3,26,11,45,Medium,2023-10-01
36,2023,11,80.9,29.3,16,9,38,Medium,2023-11-01
36,2023,12,13.9,18.0,11,1,12,Low,2023-12-01
37,2021,1,11.8,18.1,17,1,14,Low,2021-01-01
37,2021,2,2.9,22.5,20,7,19,Low,2021-02-01
37,2021,3,3.5,33.4,3,4,0,Low,2021-03-01
37,2021,4,13.9,34.4,26,1,9,Low,2021-04-01
37,2021,5,51.6,32.8,18,5,8,Low,2021-05-01
37,2021,6,205.4,27.5,36,24,51,Medium,2021-06-01
37,2021,7,157.6,27.7,7,22,66,High,2021-07-01
37,2021,8,138.1,26.2,39,16,56,Medium,2021-08-01
37,2021,9,160.2,23.1,11,17,35,Medium,2021-09-01
37,2021,10,73.8,28.2,23,14,53,Medium,2021-10-01
37,2021,11,82.6,26.7,17,12,34,Medium,2021-11-01
37,2021,12,17.7,22.0,10,7,24,Medium,2021-12-01
37,2022,1,4.4,22.0,19,3,18,Low,2022-01-01
37,2022,2,4.4,21.5,19,3,6,Low,2022-02-01
37,2022,3,16.5,35.0,11,6,5,Low,2022-03-01
37,2022,4,10.7,36.8,33,8,23,Medium,2022-04-01
37,2022,5,118.1,35.9,34,18,37,Medium,2022-05-01
37,2022,6,132.4,27.7,6,20,47,Medium,2022-06-01
37,2022,7,137.5,26.1,22,20,54,Medium,2022-07-01
37,2022,8,160.5,27.8,37,16,64,High,2022-08-01
37,2022,9,164.5,26.4,18,20,57,Medium,2022-09-01
37,2022,10,93.9,27.3,31,9,57,Medium,2022-10-01
37,2022,11,96.3,26.4,18,13,46,Medium,2022-11-01
37,2022,12,12.1,22.1,8,5,11,Low,2022-12-01
37,2023,1,17.1,19.0,38,2,23,Medium,2023-01-01
37,2023,2,19.9,23.0,19,5,9,Low,2023-02-01
37,2023,3,10.9,37.1,23,2,10,Low,2023-03-01
37,2023,4,1.3,32.8,14,5,12,Low,2023-04-01
37,2023,5,48.9,33.1,15,8,5,Low,2023-05-01
37,2023,6,81.8,29.1,38,10,42,Medium,2023-06-01
37,2023,7,160.6,24.6,29,16,52,Medium,2023-07-01
37,2023,8,114.3,25.8,7,18,52,Medium,2023-08-01
37,2023,9,126.1,26.6,35,17,55,Medium,2023-09-01
37,2023,10,94.7,27.4,19,9,40,Medium,2023-10-01
37,2023,11,136.7,25.0,18,20,46,Medium,2023-11-01
37,2023,12,10.7,20.6,19,7,29,Medium,2023-12-01
38,2021,1,3.6,20.4,25,5,17,Low,2021-01-01
38,2021,2,6.9,17.8,5,4,8,Low,2021-02-01
38,2021,3,9.4,32.4,23,3,11,Low,2021-03-01
38,2021,4,22.6,34.3,19,6,6,Low,2021-04-01
38,2021,5,112.7,35.1,6,13,22,Medium,2021-05-01
38,2021,6,117.4,24.7,4,12,37,Medium,2021-06-01
38,2021,7,102.4,29.5,11,13,31,Medium,2021-07-01
38,2021,8,158.0,25.5,11,16,43,Medium,2021-08-01
38,2021,9,133.8,27.8,20,16,63,High,2021-09-01
38,2021,10,64.6,24.5,15,8,42,Medium,2021-10-01
38,2021,11,95.9,25.1,17,10,32,Medium,2021-11-01
38,2021,12,20.1,19.6,15,3,18,Low,2021-12-01
38,2022,1,10.4,15.7,7,3,7,Low,2022-01-01
38,2022,2,10.9,20.6,8,5,9,Low,2022-02-01
38,2022,3,4.1,35.0,5,4,3,Low,2022-03-01
38,2022,4,17.8,32.7,12,5,11,Low,2022-04-01
38,2022,5,55.5,38.2,5,10,5,Low,2022-05-01
38,2022,6,162.0,25.8,5,18,23,Medium,2022-06-01
38,2022,7,131.7,25.4,13,14,41,Medium,2022-07-01
38,2022,8,88.9,27.8,9,12,32,Medium,2022-08-01
38,2022,9,131.6,28.9,10,13,27,Medium,2022-09-01
38,2022,10,36.3,23.5,14,6,41,Medium,2022-10-01
38,2022,11,80.8,25.8,11,10,25,Medium,2022-11-01
38,2022,12,11.6,19.2,14,4,22,Medium,2022-12-01
38,2023,1,17.3,16.8,4,3,2,Low,2023-01-01
38,2023,2,18.3,18.0,8,6,16,Low,2023-02-01
38,2023,3,13.3,32.0,25,4,22,Medium,2023-03-01
38,2023,4,3.1,36.1,3,0,15,Low,2023-04-01
38,2023,5,68.8,37.2,9,10,6,Low,2023-05-01
38,2023,6,116.9,27.9,17,11,32,Medium,2023-06-01
38,2023,7,135.8,26.6,14,16,51,Medium,2023-07-01
38,2023,8,205.8,28.8,10,21,46,Medium,2023-08-01
38,2023,9,132.4,27.0,5,18,57,Medium,2023-09-01
38,2023,10,98.5,26.8,15,12,37,Medium,2023-10-01
38,2023,11,112.2,29.5,15,11,31,Medium,2023-11-01
38,2023,12,14.5,17.4,22,5,25,Medium,2023-12-01
39,2021,1,14.8,21.2,22,5,13,Low,2021-01-01
39,2021,2,17.1,19.5,8,4,11,Low,2021-02-01
39,2021,3,7.0,32.3,21,2,18,Low,2021-03-01
39,2021,4,7.6,32.5,6,5,6,Low,2021-04-01
39,2021,5,60.5,32.4,6,9,9,Low,2021-05-01
39,2021,6,155.4,27.8,24,18,45,Medium,2021-06-01
39,2021,7,135.1,26.5,21,14,58,Medium,2021-07-01
39,2021,8,157.4,27.7,8,20,47,Medium,2021-08-01
39,2021,9,219.5,26.7,22,23,62,High,2021-09-01
39,2021,10,128.1,26.0,26,16,67,High,2021-10-01
39,2021,11,84.5,29.2,8,11,34,Medium,2021-11-01
39,2021,12,12.5,18.1,5,2,17,Low,2021-12-01
39,2022,1,10.1,22.2,11,1,17,Low,2022-01-01
39,2022,2,15.2,23.0,23,4,11,Low,2022-02-01
39,2022,3,6.2,32.5,21,5,11,Low,2022-03-01
39,2022,4,9.6,38.6,8,4,4,Low,2022-04-01
39,2022,5,100.9,31.7,21,12,13,Low,2022-05-01
39,2022,6,121.6,27.1,14,15,44,Medium,2022-06-01
39,2022,7,112.1,28.2,23,11,47,Medium,2022-07-01
39,2022,8,99.4,28.4,16,12,37,Medium,2022-08-01
39,2022,9,78.7,27.6,23,7,36,Medium,2022-09-01
39,2022,10,54.5,26.5,31,5,40,Medium,2022-10-01
39,2022,11,113.5,29.8,20,11,25,Medium,2022-11-01
39,2022,12,9.4,20.3,20,3,26,Medium,2022-12-01
39,2023,1,8.2,15.2,29,2,20,Medium,2023-01-01
39,2023,2,4.4,21.6,19,2,9,Low,2023-02-01
39,2023,3,7.1,37.0,14,4,11,Low,2023-03-01
39,2023,4,2.0,35.4,15,0,6,Low,2023-04-01
39,2023,5,113.1,33.3,30,11,30,Medium,2023-05-01
39,2023,6,117.0,30.5,26,16,34,Medium,2023-06-01
39,2023,7,110.5,31.3,9,12,34,Medium,2023-07-01
39,2023,8,156.9,25.4,5,18,43,Medium,2023-08-01
39,2023,9,116.8,26.0,31,16,61,High,2023-09-01
39,2023,10,96.2,27.5,12,15,45,Medium,2023-10-01
39,2023,11,77.5,28.1,5,8,28,Medium,2023-11-01
39,2023,12,16.0,19.1,28,6,33,Medium,2023-12-01
40,2021,1,3.0,21.3,29,6,24,Medium,2021-01-01
40,2021,2,17.4,15.9,38,1,23,Medium,2021-02-01
40,2021,3,9.9,32.6,29,5,24,Medium,2021-03-01
40,2021,4,9.3,32.9,5,7,9,Low,2021-04-01
40,2021,5,77.9,32.0,22,13,10,Low,2021-05-01
40,2021,6,166.6,31.5,8,22,27,Medium,2021-06-01
40,2021,7,107.8,24.1,40,17,74,High,2021-07-01
40,2021,8,139.7,24.6,40,20,60,High,2021-08-01
40,2021,9,253.2,27.0,42,26,77,High,2021-09-01
40,2021,10,67.3,24.4,25,8,62,High,2021-10-01
40,2021,11,53.6,29.2,40,10,41,Medium,2021-11-01
40,2021,12,13.7,20.0,33,6,27,Medium,2021-12-01
40,2022,1,6.7,17.0,29,4,16,Low,2022-01-01
40,2022,2,5.3,18.9,16,4,12,Low,2022-02-01
40,2022,3,29.3,33.3,9,6,10,Low,2022-03-01
40,2022,4,10.4,34.9,35,7,35,Medium,2022-04-01
40,2022,5,85.6,32.8,33,8,32,Medium,2022-05-01
40,2022,6,150.8,27.9,39,21,59,Medium,2022-06-01
40,2022,7,77.7,25.3,37,12,59,Medium,2022-07-01
40,2022,8,210.8,23.6,24,28,44,Medium,2022-08-01
40,2022,9,93.0,27.3,42,11,72,High,2022-09-01
40,2022,10,100.7,29.1,28,11,38,Medium,2022-10-01
40,2022,11,35.0,26.6,22,6,49,Medium,2022-11-01
40,2022,12,13.1,17.0,5,8,11,Low,2022-12-01
40,2023,1,8.5,20.3,33,6,28,Medium,2023-01-01
40,2023,2,9.7,18.1,42,4,22,Medium,2023-02-01
40,2023,3,6.7,30.8,24,5,25,Medium,2023-03-01
40,2023,4,8.9,33.7,33,1,20,Medium,2023-04-01
40,2023,5,70.1,34.9,8,11,15,Low,2023-05-01
40,2023,6,170.1,28.4,18,23,50,Medium,2023-06-01
40,2023,7,190.3,25.6,6,25,56,Medium,2023-07-01
40,2023,8,163.1,32.5,4,18,43,Medium,2023-08-01
40,2023,9,141.2,28.4,6,19,47,Medium,2023-09-01
40,2023,10,50.5,25.3,40,10,59,Medium,2023-10-01
40,2023,11,126.2,28.4,18,16,38,Medium,2023-11-01
40,2023,12,15.2,22.4,22,5,33,Medium,2023-12-01
41,2021,1,11.2,22.8,10,4,14,Low,2021-01-01
41,2021,2,20.1,17.4,27,7,18,Low,2021-02-01
41,2021,3,13.2,32.2,18,6,23,Medium,2021-03-01
41,2021,4,9.0,32.2,8,8,14,Low,2021-04-01
41,2021,5,66.4,35.0,33,11,24,Medium,2021-05-01
41,2021,6,199.4,27.9,11,22,44,Medium,2021-06-01
41,2021,7,102.5,29.2,17,14,58,Medium,2021-07-01
41,2021,8,144.8,24.5,8,19,34,Medium,2021-08-01
41,2021,9,204.4,26.5,20,20,50,Medium,2021-09-01
41,2021,10,96.0,26.0,25,10,58,Medium,2021-10-01
41,2021,11,108.8,25.1,19,15,33,Medium,2021-11-01
41,2021,12,4.7,20.0,9,7,31,Medium,2021-12-01
41,2022,1,4.1,15.3,6,6,6,Low,2022-01-01
41,2022,2,7.4,18.9,37,3,19,Low,2022-02-01
41,2022,3,5.8,34.2,20,1,12,Low,2022-03-01
41,2022,4,7.1,38.9,28,8,18,Low,2022-04-01
41,2022,5,84.5,32.6,25,10,31,Medium,2022-05-01
41,2022,6,170.6,25.0,13,22,49,Medium,2022-06-01
41,2022,7,175.8,28.1,5,19,52,Medium,2022-07-01
41,2022,8,162.0,27.7,27,19,59,Medium,2022-08-01
41,2022,9,110.0,29.7,34,17,66,High,2022-09-01
41,2022,10,73.5,24.8,4,14,31,Medium,2022-10-01
41,2022,11,90.0,27.6,25,13,37,Medium,2022-11-01
41,2022,12,14.2,20.2,6,3,17,Low,2022-12-01
41,2023,1,5.1,17.5,4,0,7,Low,2023-01-01
41,2023,2,13.7,18.5,19,6,15,Low,2023-02-01
41,2023,3,7.5,36.1,34,1,14,Low,2023-03-01
41,2023,4,0.0,36.9,37,0,15,Low,2023-04-01
