Rainfall_mm,Avg_Temp_C,Garbage_Complaints,Waterlogging_Complaints,Month,Quarter,DayOfYear,Month_sin,Month_cos,Is_Monsoon,Is_Summer,Is_Winter,Rainfall_Lag1,Rainfall_Lag2,Rainfall_Lag3,Temp_Lag1,Temp_Lag2,Cases_Lag1,Cases_Lag2,Cases_Lag3,Garbage_Lag1,Waterlog_Lag1,Rainfall_roll3_mean,Rainfall_roll7_mean,Cases_roll3_mean,Cases_roll7_mean,Temp_roll3_mean,Rainfall_roll3_std,Cases_roll3_std,Rainfall_roll7_max,Rainfall_roll7_min,Ward_Garbage_mean,Ward_Waterlog_mean,Ward_Cases_mean,Ward_Rainfall_mean,Dengue_Cases,Ward_ID
3.8,33.8,14,9,3,1,60,1.0,6.123233995736766e-17,0,1,0,12.2,5.9,5.2,20.4,18.5,28.0,28.0,39.0,35.0,5.0,7.3000000000000105,37.78571428571428,24.0,32.714285714285715,24.23333333333333,4.371498598880198,6.928203230275509,146.6,3.8,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,16,29
9.7,32.3,37,3,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,3.8,12.2,5.9,33.8,20.4,16.0,28.0,28.0,14.0,9.0,8.566666666666675,18.22857142857143,21.0,28.142857142857142,28.833333333333332,4.313158162338211,6.244997998398398,46.2,3.8,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,19,29
101.5,32.9,39,14,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,9.7,3.8,12.2,32.3,33.8,19.0,16.0,28.0,37.0,3.0,38.33333333333334,26.12857142857143,20.333333333333332,24.714285714285715,32.99999999999999,54.78342206665573,5.131601439446885,101.5,3.8,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,26,29
85.8,30.8,4,12,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,101.5,9.7,3.8,32.9,32.3,26.0,19.0,16.0,39.0,14.0,65.66666666666667,32.01428571428572,22.333333333333332,25.428571428571427,31.999999999999996,49.10013577713751,3.5118845842842474,101.5,3.8,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,22,29
143.1,27.1,37,20,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,85.8,101.5,9.7,30.8,32.9,22.0,26.0,19.0,4.0,12.0,110.13333333333333,51.714285714285715,31.333333333333332,26.428571428571427,30.266666666666666,29.60951423669991,12.858201014657274,143.1,3.8,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,46,29
103.9,26.2,21,19,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,143.1,85.8,101.5,27.1,30.8,46.0,22.0,26.0,37.0,20.0,110.93333333333334,65.71428571428571,45.0,32.0,28.03333333333333,29.2903283240959,22.516660498395403,143.1,3.8,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,67,29
130.3,27.1,29,20,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,103.9,143.1,85.8,26.2,27.1,67.0,46.0,22.0,21.0,19.0,125.7666666666667,82.58571428571429,60.333333333333336,37.714285714285715,26.8,19.98933048737083,12.423096769056148,143.1,3.8,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,68,29
66.9,28.9,26,12,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,130.3,103.9,143.1,27.1,26.2,68.0,67.0,46.0,29.0,20.0,100.36666666666667,91.6,60.0,41.857142857142854,27.399999999999995,31.847344211618907,12.999999999999998,143.1,9.7,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,45,29
77.3,26.1,4,16,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,66.9,130.3,103.9,28.9,27.1,45.0,68.0,67.0,26.0,12.0,91.50000000000001,101.25714285714287,47.333333333333336,43.285714285714285,27.366666666666664,34.00176466008793,19.60442127004348,143.1,66.9,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,29,29
11.0,20.3,43,1,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,77.3,66.9,130.3,26.1,28.9,29.0,45.0,68.0,4.0,16.0,51.73333333333335,88.32857142857144,39.333333333333336,45.857142857142854,25.099999999999998,35.65730406709604,8.962886439832502,143.1,11.0,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,44,29
13.9,18.9,31,5,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,11.0,77.3,66.9,20.3,26.1,44.0,29.0,45.0,43.0,1.0,34.06666666666668,78.05714285714285,30.0,45.142857142857146,21.766666666666666,37.46923182203429,13.527749258468683,143.1,11.0,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,17,29
9.1,19.4,25,9,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,13.9,11.0,77.3,18.9,20.3,17.0,44.0,29.0,31.0,5.0,11.333333333333343,58.91428571428571,28.666666666666668,42.142857142857146,19.53333333333333,2.4172987679123907,13.868429375143148,130.3,9.1,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,25,29
13.2,34.3,14,1,3,1,60,1.0,6.123233995736766e-17,0,1,0,9.1,13.9,11.0,19.4,18.9,25.0,17.0,44.0,25.0,9.0,12.066666666666677,45.957142857142856,15.0,33.0,24.2,2.5929391302825913,11.135528725660045,130.3,9.1,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,3,29
17.9,35.5,19,3,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,13.2,9.1,13.9,34.3,19.4,3.0,25.0,17.0,14.0,1.0,13.400000000000011,29.9,14.666666666666666,25.571428571428573,29.73333333333333,4.403407771262739,11.06044001535804,77.3,9.1,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,16,29
110.7,37.1,4,13,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,17.9,13.2,9.1,35.5,34.3,16.0,3.0,25.0,19.0,3.0,47.26666666666668,36.15714285714285,11.333333333333334,21.285714285714285,35.63333333333333,54.98511919904644,7.234178138070236,110.7,9.1,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,15,29
139.5,25.8,18,21,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,110.7,17.9,13.2,37.1,35.5,15.0,16.0,3.0,4.0,13.0,89.36666666666667,45.04285714285714,26.666666666666668,24.142857142857142,32.800000000000004,63.545049636721025,19.347695814575268,139.5,9.1,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,49,29
145.3,23.2,44,16,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,139.5,110.7,17.9,25.8,37.1,49.0,15.0,16.0,18.0,21.0,131.83333333333334,64.22857142857143,39.333333333333336,25.571428571428573,28.7,18.53033548895788,21.22105872319601,145.3,9.1,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,54,29
159.2,30.0,38,16,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,145.3,139.5,110.7,23.2,25.8,54.0,49.0,15.0,44.0,16.0,148.00000000000003,84.98571428571428,52.333333333333336,30.857142857142858,26.333333333333332,10.12373448881368,2.88675134594819,159.2,9.1,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,54,29
151.3,27.5,34,17,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,159.2,145.3,139.5,30.0,23.2,54.0,54.0,49.0,38.0,16.0,151.93333333333337,105.29999999999998,59.0,37.142857142857146,26.900000000000002,6.971609092119855,8.660254037844387,159.2,13.2,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,69,29
34.0,30.0,37,11,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,151.3,159.2,145.3,27.5,30.0,69.0,54.0,54.0,34.0,17.0,114.83333333333336,108.27142857142859,56.333333333333336,43.285714285714285,29.166666666666668,70.11507208392027,11.676186592091332,159.2,17.9,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,46,29
123.3,23.3,10,16,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,34.0,151.3,159.2,30.0,27.5,46.0,69.0,54.0,37.0,11.0,102.86666666666669,123.32857142857142,44.666666666666664,43.714285714285715,26.933333333333334,61.26143430685686,25.02665245959462,159.2,34.0,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,19,29
6.5,19.6,45,0,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,123.3,34.0,151.3,23.3,30.0,19.0,46.0,69.0,10.0,16.0,54.60000000000002,108.44285714285715,33.666666666666664,46.714285714285715,24.3,61.06414660011236,13.650396819628847,159.2,6.5,25.72222222222222,10.916666666666666,35.05555555555556,67.54166666666667,36,29
4.1,33.7,24,10,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,7.9,5.1,5.3,32.0,20.3,10.0,21.0,33.0,8.0,7.0,5.699999999999999,5.6,14.333333333333334,19.0,28.666666666666668,1.9697715603592216,5.859465277082313,7.9,4.1,42.75,13.833333333333334,47.75,74.64166666666667,12,30
44.0,33.2,24,13,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,4.1,7.9,5.1,33.7,32.0,12.0,10.0,21.0,24.0,10.0,18.666666666666668,13.280000000000001,15.0,19.8,32.96666666666667,22.021428957570702,6.999999999999997,44.0,4.1,42.75,13.833333333333334,47.75,74.64166666666667,23,30
80.3,25.7,70,13,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,44.0,4.1,7.9,33.2,33.7,23.0,12.0,10.0,24.0,13.0,42.800000000000004,24.45,31.333333333333332,26.333333333333332,30.86666666666667,38.11417059310094,24.583192089989723,80.3,4.1,42.75,13.833333333333334,47.75,74.64166666666667,59,30
164.5,27.0,15,17,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,80.3,44.0,4.1,25.7,33.2,59.0,23.0,12.0,70.0,13.0,96.26666666666667,44.457142857142856,40.666666666666664,28.285714285714285,28.633333333333336,61.816367843260856,18.009256878986797,164.5,4.1,42.75,13.833333333333334,47.75,74.64166666666667,40,30
146.8,30.6,66,17,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,164.5,80.3,44.0,27.0,25.7,40.0,59.0,23.0,15.0,17.0,130.53333333333333,64.67142857142856,58.666666666666664,34.57142857142857,27.76666666666667,44.394406554580016,18.502252115170556,164.5,4.1,42.75,13.833333333333334,47.75,74.64166666666667,77,30
207.5,26.5,60,32,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,146.8,164.5,80.3,30.6,27.0,77.0,40.0,59.0,66.0,17.0,172.93333333333337,93.58571428571429,67.66666666666667,43.857142857142854,28.033333333333335,31.21639526488182,24.378952670968726,207.5,4.1,42.75,13.833333333333334,47.75,74.64166666666667,86,30
67.0,25.9,69,8,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,207.5,146.8,164.5,26.5,30.6,86.0,77.0,40.0,60.0,32.0,140.43333333333337,102.02857142857144,82.66666666666667,54.57142857142857,27.666666666666668,70.46604383199994,4.932882862316223,207.5,4.1,42.75,13.833333333333334,47.75,74.64166666666667,85,30
50.0,22.5,67,13,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,67.0,207.5,146.8,25.9,26.5,85.0,86.0,77.0,69.0,8.0,108.16666666666667,108.58571428571429,75.33333333333333,60.714285714285715,24.96666666666667,86.44410525497581,17.616280348965073,207.5,44.0,42.75,13.833333333333334,47.75,74.64166666666667,55,30
11.3,20.6,51,14,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,50.0,67.0,207.5,22.5,25.9,55.0,85.0,86.0,67.0,13.0,42.76666666666668,103.91428571428571,61.666666666666664,63.857142857142854,23.000000000000004,28.545811134618997,20.816659994661318,207.5,11.3,42.75,13.833333333333334,47.75,74.64166666666667,45,30
13.3,17.9,61,7,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,11.3,50.0,67.0,20.6,22.5,45.0,55.0,85.0,51.0,14.0,24.866666666666674,94.34285714285714,46.0,60.857142857142854,20.333333333333332,21.78906453552649,8.544003745317507,207.5,11.3,42.75,13.833333333333334,47.75,74.64166666666667,38,30
12.8,18.7,15,4,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,13.3,11.3,50.0,17.9,20.6,38.0,45.0,55.0,61.0,7.0,12.466666666666677,72.67142857142856,34.0,57.857142857142854,19.066666666666666,1.0408329997354686,13.453624047073696,207.5,11.3,42.75,13.833333333333334,47.75,74.64166666666667,19,30
5.9,31.7,56,9,3,1,60,1.0,6.123233995736766e-17,0,1,0,12.8,13.3,11.3,18.7,17.9,19.0,38.0,45.0,15.0,4.0,10.666666666666677,52.542857142857144,33.666666666666664,53.142857142857146,22.76666666666667,4.135617648349319,13.051181300301248,207.5,5.9,42.75,13.833333333333334,47.75,74.64166666666667,44,30
8.8,35.9,50,0,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,5.9,12.8,13.3,31.7,18.7,44.0,19.0,38.0,56.0,9.0,9.166666666666677,24.157142857142855,27.666666666666668,43.714285714285715,28.766666666666666,3.4645827069559703,14.15391583037475,67.0,5.9,42.75,13.833333333333334,47.75,74.64166666666667,20,30
84.6,33.2,46,15,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,8.8,5.9,12.8,35.9,31.7,20.0,44.0,19.0,50.0,0.0,33.10000000000001,26.67142857142857,30.0,35.285714285714285,33.6,44.623872534776766,12.489995996796782,84.6,5.9,42.75,13.833333333333334,47.75,74.64166666666667,26,30
136.5,33.9,48,17,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,84.6,8.8,5.9,33.2,35.9,26.0,20.0,44.0,46.0,15.0,76.63333333333334,39.028571428571425,30.666666666666668,34.0,34.333333333333336,64.22167339250306,13.613718571108079,136.5,5.9,42.75,13.833333333333334,47.75,74.64166666666667,46,30
164.5,26.6,60,26,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,136.5,84.6,8.8,33.9,33.2,46.0,26.0,20.0,48.0,17.0,128.53333333333333,60.91428571428571,56.333333333333336,41.42857142857143,31.233333333333334,40.54137803939742,36.610563138708116,164.5,5.9,42.75,13.833333333333334,47.75,74.64166666666667,97,30
158.9,26.5,15,23,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,164.5,136.5,84.6,26.6,33.9,97.0,46.0,26.0,60.0,26.0,153.3,81.71428571428571,70.66666666666667,45.857142857142854,29.0,14.816207341961777,25.540817005987368,164.5,5.9,42.75,13.833333333333334,47.75,74.64166666666667,69,30
172.1,28.0,25,30,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,158.9,164.5,136.5,26.5,26.6,69.0,97.0,46.0,15.0,23.0,165.16666666666666,104.47142857142856,83.33333333333333,55.142857142857146,27.03333333333333,6.6252043993626994,14.011899704655807,172.1,5.9,42.75,13.833333333333334,47.75,74.64166666666667,84,30
58.0,31.8,33,8,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,172.1,158.9,164.5,28.0,26.5,84.0,69.0,97.0,25.0,30.0,129.66666666666666,111.91428571428573,68.66666666666667,56.42857142857143,28.766666666666666,62.41508898762651,15.502687938977987,172.1,8.8,42.75,13.833333333333334,47.75,74.64166666666667,53,30
94.5,27.0,11,12,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,58.0,172.1,158.9,31.8,28.0,53.0,84.0,69.0,33.0,8.0,108.2,124.15714285714284,54.666666666666664,57.42857142857143,28.933333333333334,58.27066157166919,28.536526301099325,172.1,58.0,42.75,13.833333333333334,47.75,74.64166666666667,27,30
16.4,21.0,61,13,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,94.5,58.0,172.1,27.0,31.8,27.0,53.0,84.0,11.0,12.0,56.30000000000001,114.41428571428571,43.0,60.714285714285715,26.599999999999998,39.07774302592215,14.000000000000004,172.1,16.4,42.75,13.833333333333334,47.75,74.64166666666667,49,30
20.6,15.9,20,9,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,16.4,94.5,58.0,21.0,27.0,49.0,27.0,53.0,61.0,13.0,43.83333333333334,97.85714285714286,34.0,57.857142857142854,21.3,43.92884397902296,13.000000000000004,172.1,16.4,42.75,13.833333333333334,47.75,74.64166666666667,26,30
9.2,20.6,66,2,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,20.6,16.4,94.5,15.9,21.0,26.0,49.0,27.0,20.0,9.0,15.400000000000011,75.67142857142858,36.0,48.714285714285715,19.166666666666668,5.765414122160724,11.7898261225516,172.1,9.2,42.75,13.833333333333334,47.75,74.64166666666667,33,30
11.5,34.7,38,9,3,1,60,1.0,6.123233995736766e-17,0,1,0,9.2,20.6,16.4,20.6,15.9,33.0,26.0,49.0,66.0,2.0,13.766666666666675,54.61428571428571,30.666666666666668,43.57142857142857,23.733333333333334,6.028543218170022,4.041451884327394,172.1,9.2,42.75,13.833333333333334,47.75,74.64166666666667,33,30
2.9,34.9,10,7,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,11.5,9.2,20.6,34.7,20.6,33.0,33.0,26.0,38.0,9.0,7.866666666666675,30.442857142857143,23.0,32.0,30.066666666666666,4.452340208625591,17.320508075688775,94.5,2.9,42.75,13.833333333333334,47.75,74.64166666666667,3,30
76.0,32.2,60,16,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,2.9,11.5,9.2,34.9,34.7,3.0,33.0,33.0,10.0,7.0,30.133333333333344,33.01428571428571,27.666666666666668,31.142857142857142,33.93333333333333,39.953764945663664,22.479620400116488,94.5,2.9,42.75,13.833333333333334,47.75,74.64166666666667,47,30
239.5,24.9,40,34,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,76.0,2.9,11.5,32.2,34.9,47.0,3.0,33.0,60.0,16.0,106.13333333333334,53.728571428571435,42.0,38.142857142857146,30.666666666666668,121.14414279416623,36.75595189897821,239.5,2.9,42.75,13.833333333333334,47.75,74.64166666666667,76,30
156.5,29.2,70,15,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,239.5,76.0,2.9,24.9,32.2,76.0,47.0,3.0,40.0,34.0,157.33333333333334,73.74285714285715,72.66666666666667,44.714285714285715,28.766666666666666,81.7531854629123,24.172987679087857,239.5,2.9,42.75,13.833333333333334,47.75,74.64166666666667,95,30
182.3,30.8,60,28,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,156.5,239.5,76.0,29.2,24.9,95.0,76.0,47.0,70.0,15.0,192.76666666666665,96.84285714285714,78.66666666666667,50.285714285714285,28.3,42.478386661140206,15.176736583776277,239.5,2.9,42.75,13.833333333333334,47.75,74.64166666666667,65,30
130.6,27.1,14,26,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,182.3,156.5,239.5,30.8,29.2,65.0,95.0,76.0,60.0,28.0,156.46666666666667,114.18571428571428,76.66666666666667,55.57142857142857,29.03333333333333,25.85001611862818,16.07275126832159,239.5,2.9,42.75,13.833333333333334,47.75,74.64166666666667,70,30
51.5,29.3,33,18,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,130.6,182.3,156.5,27.1,30.8,70.0,65.0,95.0,14.0,26.0,121.46666666666665,119.89999999999999,65.0,59.42857142857143,29.066666666666666,65.87657651497487,4.999999999999995,239.5,2.9,42.75,13.833333333333334,47.75,74.64166666666667,60,30
82.9,28.0,50,9,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,51.5,130.6,182.3,29.3,27.1,60.0,70.0,65.0,33.0,18.0,88.33333333333333,131.32857142857142,59.0,65.71428571428571,28.133333333333336,39.828925837051415,11.532562594670793,239.5,51.5,42.75,13.833333333333334,47.75,74.64166666666667,47,30
3.5,20.4,54,4,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,82.9,51.5,130.6,28.0,29.3,47.0,60.0,70.0,50.0,9.0,45.966666666666676,120.97142857142856,51.0,65.57142857142857,25.900000000000002,39.9881649158016,7.81024967590665,239.5,3.5,42.75,13.833333333333334,47.75,74.64166666666667,46,30
12.9,35.5,15,8,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,3.5,8.2,11.8,33.7,15.9,18.0,20.0,17.0,37.0,0.0,8.200000000000001,9.1,18.0,17.75,28.366666666666664,4.7,2.0,12.9,3.5,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,16,31
82.0,34.9,21,9,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,12.9,3.5,8.2,35.5,33.7,16.0,18.0,20.0,15.0,8.0,32.800000000000004,23.68,19.666666666666668,19.2,34.699999999999996,42.86688698751053,4.725815626252608,82.0,3.5,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,25,31
154.6,27.6,4,18,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,82.0,12.9,3.5,34.9,35.5,25.0,16.0,18.0,21.0,9.0,83.16666666666667,45.5,25.666666666666668,22.0,32.666666666666664,70.85720382101833,10.016652800877813,154.6,3.5,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,36,31
139.4,24.0,34,15,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,154.6,82.0,12.9,27.6,34.9,36.0,25.0,16.0,4.0,18.0,125.33333333333333,58.91428571428571,37.0,26.0,28.833333333333332,38.289598239382656,12.529964086141666,154.6,3.5,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,50,31
248.9,27.6,35,27,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,139.4,154.6,82.0,24.0,27.6,50.0,36.0,25.0,34.0,15.0,180.96666666666667,92.78571428571429,53.0,34.0,26.400000000000002,59.32085074687766,18.681541692269406,248.9,3.5,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,73,31
274.0,27.0,19,31,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,248.9,139.4,154.6,27.6,24.0,73.0,50.0,36.0,35.0,27.0,220.76666666666665,130.75714285714284,67.66666666666667,42.57142857142857,26.2,71.57446006316314,15.69500982265807,274.0,3.5,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,80,31
84.9,27.1,13,15,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,274.0,248.9,139.4,27.0,27.6,80.0,73.0,50.0,19.0,31.0,202.6,142.38571428571427,75.33333333333333,50.42857142857143,27.233333333333334,102.70087633511218,4.0414518843273655,274.0,12.9,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,73,31
67.4,24.9,5,11,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,84.9,274.0,248.9,27.1,27.0,73.0,80.0,73.0,13.0,15.0,142.1,150.17142857142858,61.0,52.42857142857143,26.333333333333332,114.5633885672033,27.073972741361764,274.0,67.4,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,30,31
5.7,19.2,35,4,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,67.4,84.9,274.0,24.9,27.1,30.0,73.0,80.0,5.0,11.0,52.666666666666664,139.27142857142857,44.333333333333336,53.142857142857146,23.733333333333334,41.60484747398252,24.826061575153908,274.0,5.7,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,30,31
18.1,21.9,19,6,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,5.7,67.4,84.9,19.2,24.9,30.0,30.0,73.0,35.0,4.0,30.400000000000002,119.77142857142857,27.0,51.0,22.0,32.63724865854989,5.196152422706632,274.0,5.7,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,21,31
13.0,19.8,14,4,2,1,32,0.8660254037844386,0.5000000000000001,0,0,1,18.1,5.7,67.4,21.9,19.2,21.0,30.0,30.0,19.0,6.0,12.266666666666666,101.71428571428571,19.666666666666668,45.0,20.3,6.232442004010216,11.06044001535804,274.0,5.7,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,8,31
10.1,33.2,17,1,3,1,60,1.0,6.123233995736766e-17,0,1,0,13.0,18.1,5.7,19.8,21.9,8.0,21.0,30.0,14.0,4.0,13.733333333333334,67.6,15.666666666666666,37.142857142857146,24.96666666666667,4.050102879353908,6.806859285554047,274.0,5.7,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,18,31
14.0,35.0,34,3,4,2,91,0.8660254037844387,-0.4999999999999998,0,1,0,10.1,13.0,18.1,33.2,19.8,18.0,8.0,21.0,17.0,1.0,12.366666666666667,30.45714285714286,17.666666666666668,29.571428571428573,29.333333333333332,2.025668613902795,9.50438495292217,84.9,5.7,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,27,31
59.4,29.8,32,8,5,2,121,0.49999999999999994,-0.8660254037844387,0,1,0,14.0,10.1,13.0,35.0,33.2,27.0,18.0,8.0,34.0,3.0,27.833333333333332,26.814285714285713,23.0,22.571428571428573,32.666666666666664,27.406994241130313,4.58257569495584,67.4,5.7,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,24,31
189.7,29.7,34,20,6,2,152,1.2246467991473532e-16,-1.0,1,0,0,59.4,14.0,10.1,29.8,35.0,24.0,27.0,18.0,32.0,8.0,87.7,44.285714285714285,33.666666666666664,25.428571428571427,31.5,91.20465996866615,14.224392195567914,189.7,5.7,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,50,31
137.8,26.4,37,15,7,3,182,-0.4999999999999997,-0.8660254037844388,1,0,0,189.7,59.4,14.0,29.7,29.8,50.0,24.0,27.0,34.0,20.0,128.96666666666667,63.15714285714286,46.666666666666664,30.571428571428573,28.633333333333336,65.59758633771021,21.197484127446195,189.7,10.1,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,66,31
192.4,29.3,37,19,8,3,213,-0.8660254037844385,-0.5000000000000004,1,0,0,137.8,189.7,59.4,26.4,29.7,66.0,50.0,24.0,37.0,15.0,173.30000000000004,88.05714285714285,58.333333333333336,36.0,28.46666666666667,30.773527584597893,8.02080627701065,192.4,10.1,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,59,31
159.0,23.4,11,19,9,3,244,-1.0,-1.8369701987210297e-16,1,0,0,192.4,137.8,189.7,29.3,26.4,59.0,66.0,50.0,37.0,19.0,163.06666666666666,108.91428571428571,58.333333333333336,42.0,26.366666666666664,27.52622991499821,8.02080627701065,192.4,10.1,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,50,31
82.3,26.6,4,9,10,4,274,-0.8660254037844386,0.5000000000000001,0,0,0,159.0,192.4,137.8,23.4,29.3,50.0,59.0,66.0,11.0,19.0,144.56666666666666,119.22857142857141,50.666666666666664,45.57142857142857,26.433333333333334,56.451247402810736,8.02080627701065,192.4,14.0,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,43,31
94.0,30.7,12,9,11,4,305,-0.5000000000000004,0.8660254037844384,0,0,0,82.3,159.0,192.4,26.6,23.4,43.0,50.0,59.0,4.0,9.0,111.76666666666667,130.65714285714284,39.666666666666664,45.42857142857143,26.900000000000002,41.321463349370276,12.342339054382414,192.4,59.4,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,26,31
8.3,21.0,8,7,12,4,335,-2.4492935982947064e-16,1.0,0,0,1,94.0,82.3,159.0,30.7,26.6,26.0,43.0,50.0,12.0,9.0,61.53333333333333,123.35714285714286,32.0,45.857142857142854,26.099999999999998,46.471102131683516,9.539392014169458,192.4,8.3,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,27,31
5.5,18.5,21,7,1,1,1,0.49999999999999994,0.8660254037844387,0,0,1,8.3,94.0,82.3,21.0,30.7,27.0,26.0,43.0,8.0,7.0,35.93333333333333,97.04285714285713,18.333333333333332,39.0,23.400000000000002,50.30669272903322,14.153915830374768,192.4,5.5,21.61111111111111,11.305555555555555,35.861111111111114,80.46944444444445,2,31
